X,Y
0.5301256091752953,2.166377818900494
0.6389598518300943,1.8022962287113211
0.7396139229142733,1.7695197407496757
0.7800065475735007,2.3490086327581983
0.8963207417781356,1.6263644729699773
0.9793738417171101,2.947842003980507
1.1402595932625867,1.8428048356085585
1.241981531630457,1.9096833812569205
1.4220763507287122,2.559696280001865
1.4289861053138253,1.6275009688028923
1.4580412369823392,2.657862618267539
1.4867264495262673,2.290300964271002
1.498208711954459,2.9026038871096493
1.6696697878920452,2.758634467281442
1.6712301055003667,3.4446865829839592
1.6863159277104973,2.3281974587090737
1.6903962569233046,3.384806377947394
1.7493099337443492,2.8851750196502906
1.787137554940637,2.602090704365018
1.7885612025533275,3.0579526926822127
1.8729374172619924,2.5160996594350364
1.8790534127714653,2.6243550269632476
1.9410046900071705,2.6997926825736984
1.9700774878061957,3.18618108251551
2.0838066745978976,3.0790255412257515
2.1698507725616567,2.023081311839889
2.22383508040038,4.499734245501376
2.2966610570829733,4.89299830453058
2.3168007562664847,2.9220620750518904
2.344037248458024,4.072208589576709
2.556131349046739,4.0561282542085735
2.734244720143904,3.4277946364198892
2.7682982690419937,3.632497843832471
2.8616870483717443,4.9315307916980675
2.94716613536101,2.799778579928942
3.0025317095718886,4.845259799513513
3.0830282062964036,5.443957191027096
3.128453194299385,3.638808123659166
3.1381250463899724,5.805709218981791
3.158166141157859,5.028034262842519
3.1994605029848255,5.434311940359293
3.28168922447003,4.276313374224643
3.3510925450740476,3.5424435962096372
3.4615744219475184,4.218982511937832
3.5493341302265544,2.854315503339252
3.5803104608901655,3.942347900248342
3.7321775275108635,5.705943133724837
3.734543673573117,4.089692031119683
3.9114654452255144,5.625714190462771
3.977138623338654,8.22508127039417
4.074548991857917,4.804039849680672
4.138872762003356,5.9188297181653615
4.155417085012408,3.9357570486958866
4.1690343157261776,6.820307017379274
4.188237688082834,6.8490933499886
4.2337256920902835,4.887536685877389
4.693033975719048,5.168916754291488
4.713615870112308,5.833494355942271
4.718458602813606,4.886966394834415
4.732897558452154,7.281239295006683
4.824450209490961,8.344448353665788
4.948568857707069,7.027650599339657
4.954543045301713,4.606951870288156
5.021103905751716,9.916292776338747
5.0802262147280635,7.884389349755096
5.179860906309493,7.669625836644979
5.2463140991160815,5.205582941549282
5.255172296172276,7.255525169616636
5.37484223415693,7.756611427710723
5.436710043200624,7.994154870346566
5.469903327795174,8.950645488935491
5.897727782388541,7.349139257054343
6.292135045001144,8.845231348143486
6.30368616033535,8.35277970273465
6.403696728392831,9.64271685184024
6.660826202838087,7.276562509965305
6.708892048722729,13.593718116937527
6.744992061974858,12.33488911427515
6.8307249965816235,13.44049950932912
6.837196363483113,11.00233982926119
6.857702122508431,12.20338882710333
6.86402829636807,10.28960491666821
6.891537143027736,16.347723127310516
6.923841914804916,8.858144509194348
7.2712579816406855,9.485632470996356
7.338438603322924,12.672432320785619
7.427540763145853,13.865434635434084
7.736845309340241,24.35949221584729
7.80984978340921,18.666749982332153
7.941962344922217,17.297825702327707
8.10935251125968,13.240842630573416
8.110051822623952,12.96117908995261
8.11947205786532,12.966430161135102
8.42696733196188,20.76816982111057
8.552019603453433,22.231407399724375
8.555334072307215,21.990132667429947
8.642529200830205,15.062885524967356
8.826708591895578,14.22245639540078
8.874275298866836,20.104081869296735
8.934591175938591,22.250011418167492
9.017511082085038,21.480824797261008
9.046310044741368,24.52378202073885
9.173760218496138,25.661735027579876
9.202298173958171,28.43416504106869
9.26481187892378,26.08144215170257
9.326332933311203,15.633214151087557
9.359753578921774,19.37894821280364
9.409766791324003,21.71956135621059
9.48836356809254,34.962121158343784
9.563200872079864,20.406696988667697
9.586294347675354,22.345856543376954
9.59523232269205,22.832066758031242
9.611326382319826,28.143570841710336
9.660264982875542,22.766882356899963
9.748862502792276,26.600819941335057
9.75415768312945,18.458047874584047
9.861928233602022,26.324077547082283
9.881562653168256,33.56335305249572
9.913535168084978,29.64097910425509
9.918940299485918,24.901833180950348
