X,Y
1.0827698069602478,3.2930183568182594
1.8603123541011213,5.185571785951823
1.8933768280337788,5.37196638475905
2.0266521983044066,4.495231591239279
2.0684232962490876,5.252819539984552
2.227371916027644,5.140387025954961
2.431537098253451,7.535396404802993
2.432051077044508,5.919544843135757
2.894029569039736,6.094548505235658
3.2907279640851685,8.50266088262724
3.316098802568229,6.7741572949901245
3.39568152612389,5.6189459912254325
3.6833805650268125,7.549288627034281
3.9949457971004154,7.503821896061487
3.997057633581808,6.845809025674542
4.657200791301295,9.861480025814258
5.75868510301747,11.149494659273593
5.770757709251282,11.211798669278306
6.50288002299037,17.685653280963898
7.5400600724710625,11.846549264681649
7.593836820149647,8.4304898132337
7.806860791607422,11.867233148938688
8.04252677850197,12.24674094714115
8.199125787678044,14.6563439639132
8.457036380278787,16.43022355325866
9.308744514432783,15.33974152324205
10.072449740280563,10.797162934180855
10.413953706909032,14.779475654495393
10.546825619141805,15.301017108237165
10.896576412148917,12.811004151849168
10.981471927722605,18.878538524203922
11.068063007821792,15.34007304464763
11.136437156963417,14.075936484662122
11.277561975336269,16.392743233000008
11.495552176567564,14.204960256166071
11.735784022996564,17.38561389420548
11.900532052400653,19.898106870378296
12.598856965873997,17.306693324255843
13.755407676553114,15.709717687578115
13.953489548725367,15.117510639675993
14.16801970536537,20.23010515086266
14.467080573336888,17.020915348814086
14.759309276052427,18.913350815324794
14.792704926260305,17.406663562895833
15.75381912452443,19.25951645169414
16.117421305010318,25.623896483338644
16.140530652192894,18.61711360410451
16.18154636933405,21.108118571532657
16.20304911305546,17.60323323533745
16.501929673283755,19.666818209726863
16.88833067878665,20.388462198314485
17.007726774046045,20.421782989416652
17.172004691875546,21.439284421114767
17.661253141450327,18.540849504766722
18.09003426313928,21.65954403946394
18.3078367666463,29.863407746588496
18.33580348514798,19.737164200993572
18.916788186693253,27.155429246089874
19.597694826540973,35.40136998554964
19.608886896948412,23.196478831527756
19.60921086935416,30.913789699028946
19.805023355197232,19.293926541930954
20.29150648061987,30.95557349034655
21.08553264152323,26.334823492061666
21.10167601658655,31.66665358048725
23.449237554333227,23.15271280602412
24.125384725510344,28.51483883573636
24.72959096015017,22.907210298264676
25.161809977998963,26.829872414701484
26.684343718910284,21.680328139944304
26.80131010847209,29.234005636015176
26.812166890355293,25.427641998723633
26.9921641383173,26.26706031861552
27.403640617743932,34.93588612006845
27.805553958494148,19.81509647088391
27.899799198749815,25.679965806662068
28.04917384073122,25.801967856548178
28.092388254074947,32.7105883591861
29.5047173831813,38.763964413694836
29.91697347257276,30.453423873268864
30.03517284583979,29.183769659803843
30.182810402947037,39.24578184510384
31.4217999732169,35.51929760378413
31.58252621319788,32.9170853651471
31.867662848192406,40.647808569119825
32.01932038613121,33.881763805791195
32.06430480867253,29.855328998737946
32.60225910336308,42.23417089725261
32.837189523266176,35.97426884510949
33.10862684245807,30.19920085492709
33.803744626859014,28.510001480862375
33.8316778382634,33.807753218376405
34.07667737947322,36.391162647787816
34.147647708750505,32.92321416622305
34.29748132726953,31.509560120878987
34.77790922240916,35.49289545828872
34.86686299600322,48.00779470611475
35.330813047805776,37.884774985758796
35.33636697794202,39.15034784564353
35.436013337740675,34.99112063360216
36.06187718068545,38.847129803874296
36.08768076250275,36.15006813945212
36.1443290362985,41.015096835935125
36.15144460252973,34.93566459082759
36.52766071026902,40.403295051192394
36.6825544100347,37.06845088263005
37.23516393035937,42.075538653746946
37.44868113921043,29.31451792282867
37.68079207172661,34.7352125424147
38.8672658562418,53.31716291526394
39.48013513819844,52.27025871252521
40.13945101530374,61.5896642490128
40.57476678143886,42.41701781354473
40.82821449842746,37.158112425911945
41.31090086841951,46.0148177159094
41.855420880406456,36.19471294735005
41.90875091639737,47.91757950276113
42.39928859022815,33.38935483205674
42.45033981548416,45.97845824763598
42.86248180502511,29.879650278322796
42.869211011117955,40.503259991651625
42.906753094647904,55.61768115435453
43.49308255624356,29.32006375752413
43.67275224488217,43.74111307171206
43.77221629684182,37.353797195216316
43.94317516878102,54.66848938913608
45.25678534841498,29.906334607561252
45.28452718262865,32.57604896521807
46.25967133640387,64.79006782312453
46.971585894091916,39.397596521579075
47.463002271409785,41.97361179008779
47.56426470303488,40.01540612402276
47.71782907051463,48.14170168587865
47.95762942181676,40.34750128749347
47.96468358029773,41.47608827759474
48.52199804698694,36.747374384206516
49.35809017239744,45.676290232259355
49.41618098902018,48.028483317267494
49.55567033462307,54.25063363899136
49.73419959735988,49.18122630311398
